Satellite_Names,Launch_Date,Country_of_Operator_Owner,Purpose,Orbit_Classes,Orbit_Types,Period_minutes,Launch_Mass_km,Dry_Mass_kg,Expected_Lifetime_years,Contractors_Country_Names,Launch_Site,Launch_Vehicle,COSPAR_Number,NORAD_Number,Comments,names,count
"SkySat-14 (SkySat C12, S112)",12/3/2018,USA,Earth Observation,LEO,Sun-Synchronous,96.3,100,0,0,USA,Vandenberg AFB,Falcon 9,2018-099AR,43797,Not Available,,
"SkySat-15 (SkySat C13, S113)",12/3/2018,USA,Earth Observation,LEO,Sun-Synchronous,96.3,100,0,0,USA,Vandenberg AFB,Falcon 9,2018-099AW,43802,Not Available,,
"SkySat-2 (B, S2)",7/8/2014,USA,Earth Observation,LEO,Sun-Synchronous,97.31,90,0,0,USA,Baikonur Cosmodrome,Soyuz-2.1b,2014-037D,40072,Will collect high resolution panchromatic and multispectral images of the Earth.,,
"SkySat-3 (SkySat Gen 2-1, Skysat C1, S3)",6/22/2016,USA,Earth Observation,LEO,Sun-Synchronous,94.78,110,0,0,USA,Satish Dhawan Space Centre,PSLV XL,2016-040C,41601,Terra Bella is owned by Google.,,
"SkySat-4 (SkySat C4, S104)",9/16/2016,USA,Earth Observation,LEO,Sun-Synchronous,94.64,110,0,0,USA,Guiana Space Center,Vega,2016-058B,41771,Not Available,,
"SkySat-5 (SkySat C5, S105)",9/16/2016,USA,Earth Observation,LEO,Sun-Synchronous,94.64,110,0,0,USA,Guiana Space Center,Vega,2016-058C,41772,Not Available,,
"SkySat-6 (SkySat C2, S4)",9/16/2016,USA,Earth Observation,LEO,Sun-Synchronous,94.64,110,0,0,USA,Guiana Space Center,Vega,2016-058D,41773,Not Available,,
"SkySat-7 (SkySat C3, S103)",9/16/2016,USA,Earth Observation,LEO,Sun-Synchronous,94.65,110,0,0,USA,Guiana Space Center,Vega,2016-058E,41774,Not Available,,
"SkySat-8 (SkySat C6, S106)",10/31/2017,USA,Earth Observation,LEO,Sun-Synchronous,94.8,110,0,0,USA,Vandenberg AFB,Minotaur-C,2017-068F,42992,Not Available,,
"SkySat-9 (SkySat C7, S107)",10/31/2017,USA,Earth Observation,LEO,Sun-Synchronous,94.8,110,0,0,USA,Vandenberg AFB,Minotaur-C,2017-068E,42991,Not Available,,
"SDS IV-2 (Satellite Data System, NRO L-62, USA 279, Quasar)",10/15/2017,USA,Communications,GEO,Not Available,1436.1,0,0,0,USA,Cape Canaveral,Atlas 5,2017-066A,42949,Second of 4th generation.,,
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),5/12/1996,USA,Communications,Elliptical,Molniya,240,0,0,0,USA,Vandenberg AFB,Titan IV,1996-029A,23893,Provides tactical intelligence focused support to broad community of users consisting of uniformed military services and government agencies for both exercises and operations.,,
SMAP (Soil Moisture Active Passive Satellite),1/31/2015,USA,Earth Observation,LEO,Sun-Synchronous,98.21,0,0,3,USA,Vandenberg AFB,Delta 2,2015-003A,40376,"SMAP provide the most accurate, highest-resolution global measurements of soil moisture ever obtained from space and will detect whether the ground is frozen or thawed. ",,
SMDC-ONE 1.1 (Techsat),9/13/2012,USA,Technology Development,LEO,Non-Polar Inclined,97.5,5,0,0,USA,Vandenberg AFB,Atlas 5,2012-048J,38766,Technology experiments under the STP (Space Test Program).,,
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),9/13/2012,USA,Technology Development,LEO,Non-Polar Inclined,97.4,3,0,0,USA,Vandenberg AFB,Atlas 5,2012-048B,38759,Mission unknown.,,
SMDC-ONE 2.3,12/6/2013,USA,Technology Development,LEO,Polar,98,5,0,0,USA,Vandenberg AFB,Atlas 5,2013-072N,39474,Possibly testing use for tactical 'Beyond Line of Sight' communications.,,
SMDC-ONE 2.4,12/6/2013,USA,Technology Development,LEO,Polar,98,5,0,0,USA,Vandenberg AFB,Atlas 5,2013-072L,39472,Possibly testing use for tactical 'Beyond Line of Sight' communications.,,
"SMOG-P (SMOG-1, BME-1, Magyar-OSCAR 105, MO-105)",12/6/2019,Hungary,Earth Observation,LEO,Sun-Synchronous,92,1,0,0,Hungary,Rocket Lab Launch Complex 1,Electron,2019-084J,44832,5 cm by 5 cm picosat. Spectrum analyzer to measure man-made electromagnetic pollution (elextrosmog). Novel spectrum monitoring payload to make a global map of spectrum usage. Will undertake DVB-T band spectrum monitoring. ,,
SMOS (Soil Moisture and Ocean Salinity satellite),11/2/2009,ESA,Earth Observation,LEO,Sun-Synchronous,100,658,630,3,France,Plesetsk Cosmodrome,Breeze KM,2009-059A,36036,Mission to measure sea surface salinity and soil moisture on a global scale.,,
SNaP-3 Alice,10/8/2015,USA,Technology Development,LEO,Non-Polar Inclined,97.68,5,0,0,USA,Cape Canaveral,Atlas 5,2015-058G,40970,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.,,
SNaP-3 Eddie,10/8/2015,USA,Technology Development,LEO,Non-Polar Inclined,97.69,5,0,0,USA,Cape Canaveral,Atlas 5,2015-058J,40972,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.,,
SNaP-3 Jimi,10/8/2015,USA,Technology Development,LEO,Non-Polar Inclined,97.67,5,0,0,USA,Cape Canaveral,Atlas 5,2015-058M,40975,Technology development for user software-defined radios for beyond-line-of-sight communication in remote areas.,,
SNaP-3-1  (Space and Missile Defense Command NanoSat Program),12/6/2013,USA,Communications,LEO,Polar,98,0,0,0,USA,Vandenberg AFB,Atlas 5,2013-072G,39468,Communications experiments.,,
S-Net-1,1/31/2018,Germany,Technology Development,LEO,Sun-Synchronous,96.2,9,0,1,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-014G,43186,Demonstrate an S-band inter-satellite communications package that could allow future constellations of spacecraft to conduct autonomous missions.,,
S-Net-2,1/31/2018,Germany,Technology Development,LEO,Sun-Synchronous,96.2,9,0,1,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-014H,43187,Not Available,,
S-Net-3,1/31/2018,Germany,Technology Development,LEO,Sun-Synchronous,96.2,9,0,1,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-014J,43188,Not Available,,
S-Net-4,1/31/2018,Germany,Technology Development,LEO,Sun-Synchronous,96.2,9,0,1,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-014K,43189,Not Available,,
SNUGLITE,12/3/2018,South Korea,Technology Development,LEO,Sun-Synchronous,96.3,3,0,0,South Korea,Vandenberg AFB,Falcon 9,2018-099AC,43784,Technology developmen and amateur radio.,,
SNUSat-2,12/3/2018,South Korea,Technology Development,LEO,Sun-Synchronous,96.3,4,0,0,South Korea,Vandenberg AFB,Falcon 9,2018-099AA,43782,Development mission for disaster monitoring using wide-angle and high resolution cameras. Also carries other experiments.,,
SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),5/24/2014,Japan,Technology Development,LEO,Sun-Synchronous,97.17,48,0,0,Japan,Tanegashima Space Center,H2A,2014-029C,39768,Development of new satellite bus.,,
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",1/23/2009,Japan,Technology Development,LEO,Sun-Synchronous,98,50,0,0,Japan,Tanegashima Space Center,H2A,2009-002E,33496,Observe lightening.,,
SOKRAT,7/5/2019,Russia,Space Science,LEO,Sun-Synchronous,95.2,4,0,0,Russia,Vostochny Cosmodrome,Soyuz 2.1b,2019-038U,44404,Foton-Amur instrument consisting of charged particle and gamma ray detectors to study space weather phenomena.,,
SONATE (SOlutus NAno satteliTE),7/5/2019,Germany,Technology Development,LEO,Sun-Synchronous,95.2,1,0,0,Germany,Vostochny Cosmodrome,Soyuz 2.1b,2019-038Q,44400,Technology demonstrator for highly autonomous payloads.,,
SORCE (SOlar Radiation and Climate Experiment),1/25/2003,USA,Space Science,LEO,Non-Polar Inclined,97,315,290,6,USA,Cape Canaveral,Pegasus XL,2003-004A,27651,Monitor Sun; improve accuracy of measurement of solar energy.,,
Koreasat 5A (Mugungwha 5A),10/30/2017,South Korea,Communications,GEO,Not Available,1436,"3,700",0,15,France/Italy,Cape Canaveral,Falcon 9,2017-067A,42984,"Carries 36 Ku-band transponders, providing Internet access, television broadcast and other multimedia services in Korea, Japan, the Philippines, Guam, Southeast Asia, and South Asia.",,
SpaceBEE-1,1/11/2018,USA,Communications,LEO,Sun-Synchronous,94.5,1,0,0,USA,Satish Dhawan Space Centre,PSLV,2018-004AH,43142,Not Available,,
SpaceBEE-2,1/11/2018,USA,Communications,LEO,Sun-Synchronous,94.5,1,0,0,USA,Satish Dhawan Space Centre,PSLV,2018-004AG,43141,Not Available,,
SpaceBEE-3,1/11/2018,USA,Communications,LEO,Sun-Synchronous,94.5,1,0,0,USA,Satish Dhawan Space Centre,PSLV,2018-004AF,43140,Not Available,,
SpaceBEE-4,1/11/2018,USA,Communications,LEO,Sun-Synchronous,94.5,1,0,0,USA,Satish Dhawan Space Centre,PSLV,2018-004AE,43139,"A quarter of the size of a one unit cubesat--4"" x 4"" x 1"". Reportedly launched without FCC permission. Concerns about space junk and untrackability. ",,
SpaceBEE-5,12/3/2018,USA,Communications,LEO,Sun-Synchronous,96.3,2,0,0,USA,Vandenberg AFB,Falcon 9,2018-099BM,43817,Test the satellites for low-rate Internet of Things (IoT) network connectivity.,,
SpaceBEE-6,12/3/2018,USA,Communications,LEO,Sun-Synchronous,96.3,2,0,0,USA,Vandenberg AFB,Falcon 9,2018-099BN,43818,Test the satellites for low-rate Internet of Things (IoT) network connectivity.,,
SpaceBEE-7,12/3/2018,USA,Communications,LEO,Sun-Synchronous,96.3,2,0,0,USA,Vandenberg AFB,Falcon 9,2018-099BL,43816,Test the satellites for low-rate Internet of Things (IoT) network connectivity.,,
SpaceBEE-8,6/29/2019,USA,Communications,LEO,Non-Polar Inclined,93.6,2,0,0,USA,Rocket Lab Launch Complex 1,Electron,2019-037G,44371,Not Available,,
SpaceBEE-9,6/29/2019,USA,Communications,LEO,Non-Polar Inclined,93.6,2,0,0,USA,Rocket Lab Launch Complex 1,Electron,2019-037F,44370,Not Available,,
Beidou 3M1 ,11/5/2017,China,Navigation/Global Positioning,MEO,Not Available,773.2,800,280,8,China,Xichang Satellite Launch Center,Long March 3B,2017-069A,43001,Ultra-accurate rubidium atomic clocks on board,,
Beidou 3M1 (Beidou 25),11/5/2017,China,Navigation/Global Positioning,MEO,Not Available,773.2,800,280,8,China,Xichang Satellite Launch Center,Long March 3B,2017-069B,43002,Ultra-accurate rubidium atomic clocks on board,,
Buccaneer RMM,11/18/2017,Australia,Technology Development,LEO,Not Available,97.4,4,0,5,Australia,Vandenberg AFB,Delta 2,2017-073B,43014,Calibrate over-the-horizon radars used by the Australian military and put Australia back into space.,,
SPARC-1 (Space Plug and Play Architecture Research CubeSat-1),5/5/2019,USA/Sweden,Technology Development,LEO,Non-Polar Inclined,94.7,8,0,0,Sweden,Rocket Lab Launch Complex 1,Electron,2019-026B,44226,"Test miniaturized avionics, a software-defined radio system, and a visible camera.",,
Spark-1,12/21/2016,China,Earth Observation,LEO,Sun-Synchronous,98.94,50,0,0,China,Jiuquan Satellite Launch Center,Long March 2D,2016-081C,41900,Hyperspectral imaging,,
Spark-2,12/21/2016,China,Earth Observation,LEO,Sun-Synchronous,98.96,50,0,0,China,Jiuquan Satellite Launch Center,Long March 2D,2016-081D,41901,Hyperspectral imaging,,
SPATIUM-I,10/6/2018,Japan/Singapore,Technology Development,LEO,Non-Polar Inclined,92.6,3,0,0,Japan/Singapore,International Space Station,Manual Deployment,1998-067PN,43638,Demonstrate a new technique for ionosphere mapping,,
Spektr-R/RadioAstron,7/18/2011,Multinational,Space Science,Elliptical,Cislunar,"11,520","3,660",0,5,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,2011-037A,37755,"Featuring a 30-foot (10-meter) wide antenna, ""The aim  is to use the space telescope to conduct interferometer observations to obtain images, coordinates, motions and evolution of angular structure of different radio emitting objects in the universe.""",,
Alcomsat (Algerian Communications Satellite),12/10/2017,Algeria,Communications,GEO,Not Available,1436.1,"5,225",0,15,China,Xichang Satellite Launch Center,Long March 3B,2017-078A,43039,Algeria's first communications satellite.,,
Beidou DW 26,1/11/2018,China,Navigation/Global Positioning,MEO,Not Available,773.2,800,280,8,China,Xichang Satellite Launch Center,Long March 3B,2018-003A,43107,Not Available,,
SpooQy-1,6/17/2019,Singapore,Space Science,LEO,Non-Polar Inclined,92.7,4,0,0,Singapore,International Space Station,Japanese Experiment Module,1998-067QH,44332,"Will attempt to demonstrate quantum entanglement using a CubeSat in Low Earth Orbit (LEO), something that has never been done before.",,
Spot 6 (Système Probatoire d’Observation de la Terre),9/9/2012,France/Belgium/Sweden,Earth Observation,LEO,Sun-Synchronous,98.73,720,0,10,France/UK/Germany,Satish Dhawan Space Centre,PSLV,2012-047A,38755,Privately financed to complement the Pleiades 1A and 1B imaging spacecraft owned by French government.,,
Spot 7 (Système Probatoire d’Observation de la Terre),6/30/2014,France/Belgium/Sweden,Earth Observation,LEO,Sun-Synchronous,97.77,714,0,10,France/UK/Germany,Satish Dhawan Space Centre,PSLV-CA,2014-034A,40053,Not Available,,
SPROUT  (SPace Research On Unique Technology),5/24/2014,Japan,Technology Development,LEO,Sun-Synchronous,97.13,7,0,0,Japan,Tanegashima Space Center,H2A,2014-029E,39770,Not Available,,
SRMSat (Sri Ramaswamy Memorial Satellite),10/12/2011,India,Technology Development,LEO,Non-Polar Inclined,102.1,11,0,1,India,Satish Dhawan Space Centre,PSLV,2011-058D,37841,To build a nanosatellite with a mass less than 10kg; to be launched by PSLV and to estimate the amount for atmospheric greenhouse gases; to provide hands on experience to the student and the faculty of SRM University in building small satellite; to develop a nanosatellite bus.,,
SRSS-1 (Sudan Remote Sensing Satellite 1),11/3/2019,Sudan,Earth Observation,LEO,Sun-Synchronous,94.5,50,0,0,China,Taiyuan Launch Center,Long March 4B,2019-072B,44704,Sudan's first satellite. Both government and military purposes.,,
SSOT (Sistema Satelital para la Observación de la Tierra),12/17/2011,Chile,Earth Observation,LEO,Sun-Synchronous,97.2,117,0,0,France,Guiana Space Center,Soyuz 2/Fregat,2011-076E,38011,"Extremely high-quality satellite images with applications such as mapping, agriculture, town planning, and natural resource, risk and disaster management.",,
SSTL-S1-4 ,9/16/2018,United Kingdom,Earth Observation,LEO,Sun-Synchronous,96.3,440,0,0,UK,Satish Dhawan Space Centre,PSLV,2018-071A,43618,"Will supply high-resolution imagery from the new satellite to 21AT, a company founded in China and now based in Singapore.",,
Beidou DW 27,1/11/2018,China,Navigation/Global Positioning,MEO,Not Available,773.2,800,280,8,China,Xichang Satellite Launch Center,Long March 3B,2018-003B,43108,Not Available,,
"SBIRS GEO 4 (Space Based Infrared System Geosynchronous 4, USA 282)",1/19/2018,USA,Earth Observation,GEO,Not Available,1436.1,"4,500",0,12,USA,Cape Canaveral,Atlas 5,2018-009A,43162,Not Available,,
Al Yah-3,1/25/2018,United Arab Emirates,Communications,GEO,Not Available,1436,"3,795",0,15,USA,Guiana Space Center,Ariane 5,2018-012A,43174,"Placed in an incorrect transfer orbit, but has reached correct orbit and functioning well.",,
SES-14,1/25/2018,Luxembourg,Communications,GEO,Not Available,1436,"4,423",0,15,France/UK/Germany,Guiana Space Center,Ariane 5,2018-012B,43175,Placed into the wrong transfer orbit; working its way up and should be totally operational.,,
GovSat-1 (SES-16),1/31/2018,Luxembourg,Communications,GEO,Not Available,1436.1,"4,230",0,15,USA,Cape Canaveral,Falcon 9,2018-013A,43178,"""GovSat-1 was designed to meet the specific needs of government customers, and will enable a wide array of defense and civilian security applications, even in the most remote locations.” Carries Ka-band and X-band telecom equipment to relay data, radio signals and other communications across a zone stretching from the Atlantic Ocean to the Indian Ocean.",,
Beidou DW 28,2/12/2018,China,Navigation/Global Positioning,MEO,Not Available,773.2,800,280,8,China,Xichang Satellite Launch Center,Long March 3B,2018-018A,43207,Not Available,,
Starlilnk-1240,2/17/2020,USA,Communications,LEO,Non-Polar Inclined,90.3,227,0,0,USA,Cape Canaveral,Falcon 9,2020-012BB,45227,Not Available,,
"StarLink Demo 1 (Microsat-2a, Tintin-A)",2/22/2018,USA,Communications,LEO,Sun-Synchronous,94.7,20,0,2,USA,Vandenberg AFB,Falcon 9,2018-020B,43216,"Testbeds for SpaceX's StarLink Internet broadband fleet - possibly over 7,000 satellites in constellation.",,
StarLink Demo 2 (Microsat-2b Tintin-B),2/22/2018,USA,Communications,LEO,Sun-Synchronous,94.7,20,0,2,USA,Vandenberg AFB,Falcon 9,2018-020C,43217,Not Available,,
Starlink-1007,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.9,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074A,44713,Second launch of 60 satellites for SpaceX constellation.,,
Starlink-1008,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074B,44714,Not Available,,
Starlink-1009,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.5,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074C,44715,Not Available,,
Starlink-1010,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.3,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074D,44716,Not Available,,
Starlink-1011,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074E,44717,Not Available,,
Starlink-1012,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074F,44718,Not Available,,
Starlink-1013,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074G,44719,Not Available,,
Starlink-1014,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,94.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074H,44720,Not Available,,
Starlink-1015,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074J,44721,Not Available,,
Starlink-1016,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074K,44722,Not Available,,
Starlink-1017,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074L,44723,Not Available,,
Starlink-1019,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074M,44724,Not Available,,
Starlink-1020,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074N,44725,Not Available,,
Starlink-1021,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074P,44726,Not Available,,
Starlink-1022,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074Q,44727,Not Available,,
Starlink-1023,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.8,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074R,44728,Not Available,,
Starlink-1024,11/11/2019,USA,Communications,LEO,Non-Polar Inclined,95.6,227,0,0,USA,Cape Canaveral,Falcon 9,2019-074S,44729,Not Available,,
